,0,1,2,3,4,5,6,7,8,9,10
79,4.2397747,23.71656,5.617521,1.3790449,3.3305247,1.962441,3.4738073,8.126557,8.338375,10.851298,14.017623
80,5.369515,33.89222,5.4392123,1.7353165,5.401589,3.375258,4.0662827,11.360379,13.093375,12.982633,18.898516
81,5.0463357,39.03601,7.700038,1.8888566,6.8065476,3.399839,4.7754693,12.559219,13.641572,12.59064,18.351816
82,6.312991,45.674744,8.99938,2.226637,6.4844155,2.7755735,5.195424,11.929113,9.909209,12.692767,18.071419
83,5.623967,32.25538,3.1924398,1.5458328,5.408004,2.7476645,4.5711117,10.439518,10.601943,11.422397,17.034595
84,4.8015018,33.906403,5.7369184,1.7840824,6.0054607,3.197647,4.0776596,11.052667,12.676446,12.555285,17.63545
85,5.241983,33.783897,5.850452,1.9433781,5.5958533,3.5607514,4.2139845,12.532029,13.115943,12.963822,18.033268
86,6.3486896,46.647964,8.814482,2.0702453,6.2459083,2.6559424,5.3250523,12.555477,9.62712,13.329584,18.177052
87,6.6369247,46.488655,9.646328,1.966045,6.382592,2.8813064,4.80515,12.509744,10.590807,12.700277,20.589779
88,5.800372,36.73404,6.097373,1.918747,5.516343,3.631398,4.92014,12.136087,13.008975,13.564796,18.100859
89,6.557686,43.58278,12.642931,2.2829814,6.642838,3.151202,5.3426313,11.531534,9.352907,13.196047,17.250685
90,6.487802,40.10412,6.3197093,1.895633,6.358996,3.3491757,4.76545,11.7506695,10.86411,13.511667,19.181997
91,6.038608,41.424488,6.28252,2.0973783,7.7117047,3.3237824,5.7480874,12.945542,13.182127,14.227639,18.761051
92,4.536876,27.023314,1.8500487,1.2202448,4.585135,2.772175,3.6100376,9.601281,11.148005,10.854035,17.346987
93,5.3275876,28.485502,4.6984906,1.6098655,4.331635,2.8118749,3.6935406,8.943232,11.913634,12.128894,15.92095
94,4.2218385,20.396885,2.1501887,1.1019573,3.7862875,1.9376277,2.650487,7.794199,8.325501,9.386959,14.76974
95,6.0175257,42.19991,7.40595,2.0793576,7.2085395,3.0081675,4.393433,12.233746,12.576026,13.780443,18.739634
96,6.381412,49.17337,13.444957,2.4031763,6.3011694,2.823277,5.7943697,11.955154,9.408781,12.995831,17.521877
97,5.5599966,38.518017,5.76882,1.7880074,5.8044267,3.3491359,4.8566027,12.547538,12.253386,12.196812,18.736717
98,5.268429,35.869232,7.101038,1.3695868,5.7339325,2.7434614,4.537485,10.4088745,10.948978,12.4330225,15.69203
99,4.3815265,21.933899,2.480025,1.7132838,3.2137742,2.0249846,3.69303,8.255928,8.535904,10.080952,13.697493
100,4.943642,33.304775,7.045262,2.0026286,5.693594,3.226024,4.080713,12.13485,14.470959,13.105523,17.545593
101,4.695803,22.071144,4.913456,1.4642203,3.4673436,1.9650578,3.847336,7.293639,8.319304,10.55944,13.404668
102,5.547277,40.338192,9.42598,2.3388934,5.8282743,2.901248,4.673873,13.672249,11.389938,13.912885,16.132732
103,6.352763,41.806858,9.046878,1.9521755,5.949558,3.433938,4.5629964,12.405333,11.738489,13.350231,20.434462
104,5.561769,25.461542,3.4367464,1.631889,4.0879602,2.8882208,4.2509513,8.518612,9.385911,11.07578,15.3773
105,3.6076875,18.04064,4.5148134,1.0962652,2.8615577,1.6566317,3.0858054,6.344831,6.981373,9.248982,11.962452
106,6.698214,41.013954,8.600818,1.8856997,6.245071,3.408503,4.7434897,11.830388,13.645195,12.64766,18.32889
107,4.8872833,26.972393,4.177398,1.3925273,4.157882,2.6236305,3.9580884,8.807246,9.571475,11.191942,16.77058
108,3.2458422,16.362139,3.2183764,1.0410161,2.6003451,1.5726982,2.529229,6.7961597,6.4284863,8.215997,11.612244
109,7.127283,42.590477,8.63543,2.1368458,7.2611156,2.8311555,5.557173,10.912832,8.647765,12.63213,17.646114
110,5.649379,38.079063,8.618887,1.7879618,5.839808,3.1491969,4.274862,13.70882,13.186743,14.512322,17.460148
111,4.6854596,32.062035,4.3316827,1.9184693,5.472332,2.905721,4.271405,11.096637,12.422988,12.393774,17.830418
112,4.5158124,21.843231,4.18702,1.2913529,3.403131,2.0857508,3.7284286,7.3638477,7.9539194,10.196478,12.861385
113,5.697605,39.246082,8.931155,1.8595622,6.8184605,3.4484777,4.2911263,12.379754,13.529246,13.428845,19.387363
114,6.3581953,47.610573,13.319158,1.8383973,6.563269,2.5597436,5.1981993,11.059493,8.301387,13.393297,17.457697
115,6.31724,45.478226,7.911596,1.9297986,6.3674345,2.4634485,5.128871,12.138636,9.694263,13.145797,18.078772
116,5.1174245,35.485893,9.9618025,2.1122,5.823269,3.5002458,4.412431,11.965341,14.54356,13.975869,18.180689
117,5.3704977,38.679474,4.1584077,1.9728307,6.1384726,3.2154913,4.928393,12.838721,9.6255865,13.345771,18.22081
118,5.88234,35.549618,10.276522,2.6114252,5.985937,3.9311395,5.054727,11.97569,9.150995,12.094787,15.428574
119,5.660899,37.252502,7.162947,1.7720289,5.4821644,3.2354171,4.263588,12.479883,11.769906,14.057246,16.403797
120,4.4556074,24.38664,2.6951592,1.3482555,4.2463317,2.7875488,3.6108675,8.628643,10.002316,10.881698,16.37258
121,5.8574834,41.39782,6.8292065,2.1245074,6.0314484,3.075821,5.1598873,12.478089,11.278851,12.856982,18.104612
122,6.3220716,43.82027,12.427643,1.8377357,5.9529533,2.8940825,5.015368,11.674119,10.116186,13.687793,16.839037
123,5.6686597,38.841106,4.1279063,1.9422828,5.654786,3.1923475,5.0669856,12.542331,11.181603,14.066962,19.647121
124,4.989693,26.123459,3.515588,1.218597,4.331369,2.3505101,3.3226163,8.546632,10.103005,11.4243145,15.713284
125,5.5601144,30.786566,2.4668303,1.4737978,5.040452,2.351784,4.2729716,9.466524,11.954002,12.019075,18.600964
126,5.78688,38.275917,3.2952518,2.3398426,6.1857624,3.1223195,4.876087,11.820711,12.078697,12.341104,18.670877
127,4.9166975,27.00629,4.799422,1.5442277,4.5288143,2.7197144,3.8589401,8.960874,10.644677,11.845168,15.1053095
128,6.1360927,45.34943,11.298444,1.8084567,7.1003094,3.2154205,3.9363384,12.931581,12.991765,14.1404085,20.160765
129,3.5663786,18.765425,6.0075583,1.4835756,2.8339047,1.628114,3.832847,7.397353,7.4388623,9.721961,12.456715
130,5.978158,41.277283,7.7679315,2.086597,5.6433706,3.6402955,5.4476376,12.842741,13.194377,13.987291,18.700125
131,6.4864955,43.984344,10.41894,2.0639,6.578929,2.8447,4.9263287,11.411304,9.460086,13.126185,16.56167
132,5.229899,31.056114,1.8840861,1.5614231,4.449893,2.651998,4.0889273,10.216815,11.338335,11.713204,17.564857
133,4.839511,25.38678,6.0661316,1.7504518,4.0170403,2.0176544,3.5400841,8.39327,9.54863,11.054743,15.743032
134,6.0100636,46.763737,7.5776963,1.9412584,7.000928,3.0413167,5.275591,12.120033,10.706742,13.11261,17.965536
135,4.9396377,25.376595,2.4896188,1.276574,4.306192,2.3732088,3.1787999,8.090773,9.981065,10.152621,16.284887
136,6.1945095,38.712914,3.930675,2.1194172,6.934203,3.204675,5.1677895,12.592317,10.941046,13.012142,19.518364
137,4.1478195,23.202759,1.9446683,1.1234107,3.6886344,1.9786644,3.2132516,8.037997,8.693526,9.735176,14.281578
138,6.4630094,39.74,6.9875956,1.9922302,6.52403,3.3704028,5.1311574,11.185184,10.11184,12.226517,18.23483
139,6.8655567,47.051826,16.28457,1.973589,6.2335353,3.0679731,5.400931,10.544217,9.192347,12.904849,17.717232
140,5.7263236,37.83347,9.422738,2.2633696,6.498644,3.4051285,4.373997,11.507951,13.281394,13.420688,18.298306
141,5.113347,43.87324,6.720088,2.1345453,6.602395,2.9669478,4.2832775,13.244535,10.970196,13.260618,17.467447
142,5.898226,36.511566,8.629322,1.8502265,5.911808,3.8776562,4.223629,11.442104,13.515743,13.401657,18.040829
143,6.263265,42.87578,6.1137323,1.8523498,6.621628,3.1810665,4.997093,12.57759,11.659742,12.874347,19.286446
144,5.1202617,24.26536,4.608248,1.4988275,4.086211,2.4764757,3.5788305,8.20938,9.595519,10.609913,15.744883
145,4.08539,20.972628,3.4063087,1.0647687,3.3089025,1.8998512,3.5776973,7.381365,9.485642,9.690578,13.807846
146,5.289713,29.2105,6.4153748,1.616103,4.6094637,3.3648975,4.215716,9.94593,12.715022,12.258325,16.92664
147,6.016584,42.69709,9.107049,1.7386124,6.8911695,3.1327128,4.4913917,11.998741,12.717198,13.811535,19.696758
148,5.399022,33.009117,4.7984824,1.6343021,5.0119386,2.9526057,4.446158,11.264686,13.16167,12.581812,18.197712
149,3.8667974,19.315992,6.264399,1.2635667,2.9202209,1.7525082,3.0522835,6.686976,6.8617744,9.377484,12.711449
150,5.255225,36.331234,8.423598,2.4680808,5.820438,3.4314225,4.502134,11.596325,14.0220585,13.054709,18.880949
151,6.111932,42.96062,9.387129,2.1346638,7.2166104,2.744945,5.746671,11.420354,8.526611,12.876177,17.842598
152,4.2895193,24.190748,1.6323934,1.228533,4.434428,2.3466225,3.7556572,8.705959,9.595492,10.786883,16.007227
153,4.454955,24.935804,1.8829368,1.495003,4.3508973,2.6027365,3.7804506,8.437903,9.369219,11.257136,16.44131
154,5.888004,42.503677,7.669466,1.8018128,5.799917,3.3499696,4.3634615,11.506117,12.068082,13.302847,19.476475
155,4.28146,23.518574,1.8032674,1.6580554,3.6763666,2.2652905,3.5536442,8.670753,9.728997,10.813067,14.92421
156,4.8515205,26.060484,2.3806508,1.2682139,4.280042,2.3169425,3.9292703,9.073336,10.012037,11.509955,15.698415
157,4.7310653,26.270233,2.5313694,1.4191755,4.139675,2.266973,3.6141257,9.045339,10.030263,10.8936,15.967058
158,4.3730636,29.77684,4.5104413,1.7509174,4.686196,2.98972,3.6262515,9.497377,12.259157,12.051559,16.29914
159,6.5059566,46.39225,8.270634,2.0167267,6.838758,3.0015795,5.2539825,11.926553,10.178607,13.031896,18.415033
160,5.4382133,33.1299,10.541513,1.798636,5.9925985,4.2018147,4.2962785,10.172471,12.959757,12.738852,18.64666
161,6.9477296,41.8522,8.235304,2.1628754,7.1085954,2.961656,5.6781306,10.821653,8.327401,12.908611,17.435867
162,6.42872,44.57533,10.867398,1.5676062,6.854019,2.9642568,4.676724,12.34145,10.1875305,13.286403,18.279009
163,6.3642483,43.558155,9.478416,2.1186392,6.545428,3.3955002,4.283619,13.043073,11.193118,13.223546,19.036484
164,4.832539,22.069323,4.3270445,1.4435858,3.4417372,2.088828,3.6267695,7.4473214,8.45309,10.433606,14.125633
165,5.3197083,36.83989,6.136846,1.6850647,5.908545,3.7125375,3.7500196,12.025978,13.791396,12.412717,19.196707
166,6.957429,48.89115,9.793338,1.9101719,6.9668665,3.0752149,5.862247,11.393557,8.311374,13.432233,18.49999
167,7.363026,49.9608,14.225282,2.228941,7.3430204,3.3599455,5.4814444,13.472211,10.103258,13.707081,18.721931
168,5.0994215,28.665842,5.218865,1.5923502,4.505686,3.1238453,3.9816945,9.442513,11.12682,11.723817,17.156845
169,4.765341,26.867489,3.6978877,1.5094876,4.632977,2.7349315,3.6462526,8.856342,10.605099,11.097905,16.827917
170,6.14705,46.14509,11.299058,1.9558319,6.5920377,3.0137212,4.494307,12.759645,9.678071,13.333835,18.727945
171,5.428106,39.74145,5.5582404,1.8610532,6.016935,3.1524396,4.4585013,12.4676075,11.260032,12.885983,18.368546
172,5.4969125,28.898685,2.2528534,1.3495014,4.0959435,2.5124896,4.042513,9.728755,10.087846,11.789392,17.642035
173,4.420658,23.426271,2.38742,1.2631717,3.765525,1.897642,3.4435513,8.210178,7.871174,10.333239,14.215226
174,6.380553,48.174194,9.420403,1.9196346,7.252622,3.340039,5.1637545,11.075426,9.584237,14.144791,18.531885
175,4.2515035,19.023754,4.582712,1.1447821,3.1768897,1.757416,3.160151,6.470665,7.466052,10.123482,12.415281
176,4.3155165,20.306587,5.4924397,1.1567603,3.4966319,1.9246099,3.5242286,7.1793966,7.888014,10.207601,12.433759
177,4.5133038,23.08408,2.1325717,1.7286568,4.410188,2.0264847,3.5737627,8.142727,8.885665,10.401565,15.466797
178,4.9010725,25.574764,2.9619193,1.9234426,4.54354,2.4212701,4.031908,8.603072,9.967022,11.566342,15.531068
179,7.576983,48.85117,12.998539,1.8230772,6.4863353,3.1058502,5.1527853,11.814643,9.057437,13.161601,18.822645
180,6.99128,46.888355,12.629894,1.9269738,6.7417073,3.2012339,5.053658,12.176038,10.721364,13.598859,19.589188
181,6.17293,48.305866,10.5301285,1.799213,6.158728,2.5111287,4.962101,12.241603,9.125247,12.913092,16.94822
182,5.751049,44.173183,10.584916,2.064094,7.347475,3.1947184,4.685484,14.166513,12.749767,14.223512,18.092539
183,4.9141803,31.549252,3.4459891,1.51793,5.108375,2.8755217,3.704776,10.817177,13.11877,12.062779,17.346888
184,5.332931,41.35657,6.37438,1.8841984,5.551496,3.006982,4.673298,11.339193,12.855625,13.097643,17.812847
185,5.269792,36.939724,8.75075,1.5776749,6.355514,3.3329535,4.0376954,12.246775,13.735504,12.743815,19.83177
186,6.038072,38.609863,2.9812107,1.8457142,6.0487666,3.2748058,4.631311,12.14102,11.92284,12.647309,18.350842
187,5.1246767,33.91311,4.8090515,1.7844319,4.991039,3.3633943,4.5273924,10.862015,12.661402,12.120989,18.420431
188,4.5148077,22.149372,3.3118138,1.5768286,3.2388773,1.8017215,3.6828408,7.498245,8.664625,10.269736,13.085286
189,7.8949695,50.480953,17.135479,1.9497441,6.790205,2.9340456,5.4210114,13.01201,8.851658,13.886436,18.594799
190,6.893004,47.948334,12.931726,1.8913463,6.7434764,3.0908587,4.987223,12.363906,9.268607,13.400867,18.215149
191,6.647513,48.07807,13.2010975,1.8754241,6.8402624,2.714798,5.1567535,11.771317,8.777587,13.651756,18.239487
192,6.8258038,46.975464,9.66309,1.9847263,7.706063,3.3104541,5.650945,12.722647,11.081434,13.44169,19.05392
193,6.257288,42.517925,8.0078535,1.3143685,6.388999,2.4430494,5.4756336,12.592568,8.907892,13.342918,16.510147
194,6.824618,41.6317,9.347064,1.7574452,6.9234614,2.8539548,4.830119,9.987203,8.83536,13.078046,17.206303
195,5.7934246,37.948666,6.9453864,1.2927293,5.798345,2.9048436,4.625978,10.819832,10.381886,13.108712,15.746003
196,5.210047,40.28609,5.4041014,1.7694477,6.015115,3.148017,5.1921043,12.665574,12.802633,13.215925,18.52407
197,6.6534595,44.617672,5.037955,2.1362197,6.4324775,3.1000137,5.2019973,13.531345,12.234585,13.121472,18.87914
198,6.6613398,40.45125,3.0421083,2.2219694,5.9638534,2.8015232,5.3388343,12.175723,10.613662,12.599051,18.333105
199,4.4755654,20.439526,5.633009,1.2564193,3.139986,1.9865614,3.2047417,7.2372484,7.461035,9.603547,13.266549
200,6.008204,44.97362,7.8601866,2.2385354,6.9023066,3.2261431,4.86256,11.7050495,11.005479,12.974883,17.690002
201,6.9786224,37.950462,7.1587715,2.4194565,6.7044215,3.1911926,5.691965,10.973906,9.164086,12.930099,16.48114
202,5.5061398,42.72432,6.9118156,2.3149176,6.6878204,3.4078631,4.083682,12.857263,11.991415,12.388875,17.795864
203,5.085897,36.803234,8.707094,1.3909295,5.89899,3.01734,3.9825685,12.00513,14.669866,12.360667,18.223362
204,5.720011,40.800472,8.054203,1.7009258,5.8705745,3.2274714,4.343086,13.011008,11.479651,12.704542,17.971489
205,6.7512436,47.45273,13.318527,1.5859103,7.2457337,2.9163606,5.5689926,10.950216,9.307835,12.73865,17.67171
206,5.526048,36.411293,5.8896704,1.5903043,6.7264576,3.2615104,3.9768689,12.758645,14.406881,12.922714,17.625904
207,3.5489297,19.343779,3.7534323,0.99752903,2.8656247,1.9091979,3.0192783,6.697053,7.9766865,9.56677,12.970754
208,4.0859246,25.293192,1.9904418,1.2561173,4.073569,2.0905333,3.4494207,9.336244,8.906749,10.497664,14.524559
209,4.8591437,26.560417,5.03743,1.2342261,4.0967746,2.9141524,3.4772263,8.513006,9.899375,11.187291,16.30862
210,4.226617,25.68246,2.3274243,1.3734703,4.3653836,2.9044473,3.7186768,8.713246,10.961462,11.134188,15.984666
211,6.2214856,35.57779,9.6373005,2.1294498,6.0683637,3.236698,4.3340654,12.616517,14.282291,13.293068,18.66261
212,5.843687,35.930088,11.366241,1.9865679,6.348751,3.6559348,3.82552,13.127353,13.087163,14.054085,18.67404
213,4.862838,45.521515,8.640899,2.1917412,7.208695,3.2855365,4.708082,13.190377,12.857484,13.212835,18.801935
214,5.4293528,24.808592,5.133012,1.7251103,3.8928673,2.4406939,4.0159817,8.261282,9.534668,11.096416,15.477226
215,5.2899656,31.472363,5.3312674,1.915303,4.896941,3.6414657,4.102523,10.888807,11.847127,12.537373,17.464884
216,6.154326,43.029896,5.772383,1.7843114,6.013312,3.1713583,4.696743,11.8328285,11.315203,13.276214,20.230871
217,6.449165,45.226097,15.675183,1.9448663,5.765124,3.5206122,4.9680705,12.051844,10.587224,13.619335,18.768782
218,5.9212646,40.268024,10.184463,1.9490494,6.7717576,3.1751616,4.549941,11.81227,11.943737,12.477639,17.980837
219,5.2750525,36.02585,5.7934666,1.9911003,7.4355226,3.1596193,4.184347,11.849522,13.21081,11.938533,18.072618
220,6.042931,38.155083,8.460553,1.8166845,5.826769,3.279936,4.2228827,13.189707,13.485455,13.764231,19.952423
221,4.9216347,26.343693,6.730603,1.8665248,4.36739,2.3076003,4.310417,8.446975,9.848874,11.29223,13.879622
222,4.493616,26.034779,5.1181083,1.4492861,4.458557,3.1288877,3.6255584,8.763316,10.189424,11.3896475,16.396448
223,6.130446,39.946903,4.2965508,2.0012243,6.1674266,3.175508,5.3825655,12.35175,11.460458,13.595092,19.7217
224,6.7206397,43.07801,10.215553,1.812131,7.5852275,3.1311126,4.542911,11.558632,12.484708,13.615526,20.147884
225,6.8604236,41.27335,8.047205,1.844638,6.256815,3.3883798,5.0946283,11.626402,10.331028,12.886986,17.973726
226,4.288859,31.184961,3.2188852,1.6466097,4.561014,2.8211863,3.9036083,10.762264,12.810087,11.98592,17.41879
227,5.2190967,32.524178,6.4943995,1.8122277,5.0806913,3.331229,4.01765,11.003481,13.143744,12.184897,18.137709
